"intersection1","intersection2","Address","Year","Month","Direction","Coordinates","Intersection ID","Filename"
"City Park Avenue "," East Beck Street","571 City Park Ave, Columbus, OH 43215, USA","2017","08","S","39.950743,-82.996650","66","City Park Avenue & East Beck Street~571 City Park Ave, Columbus, OH 43215, USA~2017-08~S~39.950743,-82.996650~id-66.jpg"
"City Park Avenue "," East Beck Street","571 City Park Ave, Columbus, OH 43215, USA","2022","09","NE","39.950634,-82.996629","66","City Park Avenue & East Beck Street~571 City Park Ave, Columbus, OH 43215, USA~2022-09~NE~39.950634,-82.996629~id-66.jpg"
"City Park Avenue "," East Blenkner Street","503 City Park Ave, Columbus, OH 43215, USA","2020","11","NW","39.951880,-82.996881","67","City Park Avenue & East Blenkner Street~503 City Park Ave, Columbus, OH 43215, USA~2020-11~NW~39.951880,-82.996881~id-67.jpg"
"City Park Avenue "," East Blenkner Street","512 City Park Ave, Columbus, OH 43215, USA","2020","11","NE","39.951880,-82.996881","67","City Park Avenue & East Blenkner Street~512 City Park Ave, Columbus, OH 43215, USA~2020-11~NE~39.951880,-82.996881~id-67.jpg"
"City Park Avenue "," East Blenkner Street","512 City Park Ave, Columbus, OH 43215, USA","2020","11","SE","39.951880,-82.996881","67","City Park Avenue & East Blenkner Street~512 City Park Ave, Columbus, OH 43215, USA~2020-11~SE~39.951880,-82.996881~id-67.jpg"
"City Park Avenue "," East Blenkner Street","515 City Park Ave, Columbus, OH 43215, USA","2020","11","SW","39.951880,-82.996881","67","City Park Avenue & East Blenkner Street~515 City Park Ave, Columbus, OH 43215, USA~2020-11~SW~39.951880,-82.996881~id-67.jpg"
"City Park Avenue "," East Columbus Street","772 City Park Ave, Columbus, OH 43206, USA","2020","11","NE","39.946495,-82.995797","60","City Park Avenue & East Columbus Street~772 City Park Ave, Columbus, OH 43206, USA~2020-11~NE~39.946495,-82.995797~id-60.jpg"
"City Park Avenue "," East Columbus Street","772 S Pearl St, Columbus, OH 43206, USA","2020","11","NW","39.946495,-82.995797","60","City Park Avenue & East Columbus Street~772 S Pearl St, Columbus, OH 43206, USA~2020-11~NW~39.946495,-82.995797~id-60.jpg"
"City Park Avenue "," East Columbus Street","772 S Pearl St, Columbus, OH 43206, USA","2020","11","SW","39.946495,-82.995797","60","City Park Avenue & East Columbus Street~772 S Pearl St, Columbus, OH 43206, USA~2020-11~SW~39.946495,-82.995797~id-60.jpg"
"City Park Avenue "," East Columbus Street","778 1_2 City Park Ave, Columbus, OH 43206, USA","2020","11","SE","39.946495,-82.995797","60","City Park Avenue & East Columbus Street~778 1_2 City Park Ave, Columbus, OH 43206, USA~2020-11~SE~39.946495,-82.995797~id-60.jpg"
"City Park Avenue "," East Deshler Avenue","1033 City Park Ave, Columbus, OH 43206, USA","2016","09","NE","39.940978,-82.994788","51","City Park Avenue & East Deshler Avenue~1033 City Park Ave, Columbus, OH 43206, USA~2016-09~NE~39.940978,-82.994788~id-51.jpg"
"City Park Avenue "," East Deshler Avenue","1033 City Park Ave, Columbus, OH 43206, USA","2016","09","NW","39.940978,-82.994788","51","City Park Avenue & East Deshler Avenue~1033 City Park Ave, Columbus, OH 43206, USA~2016-09~NW~39.940978,-82.994788~id-51.jpg"
"City Park Avenue "," East Deshler Avenue","1047 City Park Ave, Columbus, OH 43206, USA","2016","09","SW","39.940978,-82.994788","51","City Park Avenue & East Deshler Avenue~1047 City Park Ave, Columbus, OH 43206, USA~2016-09~SW~39.940978,-82.994788~id-51.jpg"
"City Park Avenue "," East Deshler Avenue","67 E Deshler Ave, Columbus, OH 43206, USA","2016","09","SE","39.940978,-82.994788","51","City Park Avenue & East Deshler Avenue~67 E Deshler Ave, Columbus, OH 43206, USA~2016-09~SE~39.940978,-82.994788~id-51.jpg"
"City Park Avenue "," East Frankfort Street","61 E Dublin Granville Rd, New Albany, OH 43054, USA","2009","04","NW","39.947293,-82.995970","63","City Park Avenue & East Frankfort Street~61 E Dublin Granville Rd, New Albany, OH 43054, USA~2009-04~NW~39.947293,-82.995970~id-63.jpg"
"City Park Avenue "," East Frankfort Street","744 City Park Ave, Columbus, OH 43206, USA","2009","04","NE","39.947293,-82.995970","63","City Park Avenue & East Frankfort Street~744 City Park Ave, Columbus, OH 43206, USA~2009-04~NE~39.947293,-82.995970~id-63.jpg"
"City Park Avenue "," East Frankfort Street","744 City Park Ave, Columbus, OH 43206, USA","2009","04","SE","39.947293,-82.995970","63","City Park Avenue & East Frankfort Street~744 City Park Ave, Columbus, OH 43206, USA~2009-04~SE~39.947293,-82.995970~id-63.jpg"
"City Park Avenue "," East Frankfort Street","744 City Park Ave, Columbus, OH 43206, USA","2009","04","SW","39.947293,-82.995970","63","City Park Avenue & East Frankfort Street~744 City Park Ave, Columbus, OH 43206, USA~2009-04~SW~39.947293,-82.995970~id-63.jpg"
"City Park Avenue "," East Kossuth Street","807 City Park Ave, Columbus, OH 43206, USA","2022","09","NE","39.945674,-82.995662","56","City Park Avenue & East Kossuth Street~807 City Park Ave, Columbus, OH 43206, USA~2022-09~NE~39.945674,-82.995662~id-56.jpg"
"City Park Avenue "," East Kossuth Street","807 City Park Ave, Columbus, OH 43206, USA","2022","09","NW","39.945674,-82.995662","56","City Park Avenue & East Kossuth Street~807 City Park Ave, Columbus, OH 43206, USA~2022-09~NW~39.945674,-82.995662~id-56.jpg"
"City Park Avenue "," East Kossuth Street","821 City Park Ave, Columbus, OH 43206, USA","2022","09","SW","39.945674,-82.995662","56","City Park Avenue & East Kossuth Street~821 City Park Ave, Columbus, OH 43206, USA~2022-09~SW~39.945674,-82.995662~id-56.jpg"
"City Park Avenue "," East Kossuth Street","824 City Park Ave, Columbus, OH 43206, USA","2022","09","SE","39.945674,-82.995662","56","City Park Avenue & East Kossuth Street~824 City Park Ave, Columbus, OH 43206, USA~2022-09~SE~39.945674,-82.995662~id-56.jpg"
"City Park Avenue "," East Livingston Avenue","65 E Livingston Ave, Columbus, OH 43215, USA","2024","06","E","39.952710,-82.997057","72","City Park Avenue & East Livingston Avenue~65 E Livingston Ave, Columbus, OH 43215, USA~2024-06~E~39.952710,-82.997057~id-72.jpg"
"City Park Avenue "," East Livingston Avenue","65 E Livingston Ave, Columbus, OH 43215, USA","2024","06","SW","39.952745,-82.997095","72","City Park Avenue & East Livingston Avenue~65 E Livingston Ave, Columbus, OH 43215, USA~2024-06~SW~39.952745,-82.997095~id-72.jpg"
"City Park Avenue "," East Stewart Avenue","53 Stewart Ave, Columbus, OH 43206, USA","2022","10","SW","39.942124,-82.994993","305","City Park Avenue & East Stewart Avenue~53 Stewart Ave, Columbus, OH 43206, USA~2022-10~SW~39.942124,-82.994993~id-305.jpg"
"City Park Avenue "," East Stewart Avenue","53 Stewart Ave, Columbus, OH 43206, USA","2022","11","NW","39.942169,-82.995021","305","City Park Avenue & East Stewart Avenue~53 Stewart Ave, Columbus, OH 43206, USA~2022-11~NW~39.942169,-82.995021~id-305.jpg"
"City Park Avenue "," East Whittier Street","879 City Park Ave, Columbus, OH 43206, USA","2024","06","NW","39.944062,-82.995355","61","City Park Avenue & East Whittier Street~879 City Park Ave, Columbus, OH 43206, USA~2024-06~NW~39.944062,-82.995355~id-61.jpg"
"City Park Avenue "," East Whittier Street","879 City Park Ave, Columbus, OH 43206, USA","2024","06","SW","39.944062,-82.995355","61","City Park Avenue & East Whittier Street~879 City Park Ave, Columbus, OH 43206, USA~2024-06~SW~39.944062,-82.995355~id-61.jpg"
"City Park Avenue "," East Whittier Street","884 City Park Ave, Columbus, OH 43206, USA","2024","06","NE","39.944062,-82.995355","61","City Park Avenue & East Whittier Street~884 City Park Ave, Columbus, OH 43206, USA~2024-06~NE~39.944062,-82.995355~id-61.jpg"
"City Park Avenue "," East Whittier Street","898 City Park Ave, Columbus, OH 43206, USA","2024","06","SE","39.944062,-82.995355","61","City Park Avenue & East Whittier Street~898 City Park Ave, Columbus, OH 43206, USA~2024-06~SE~39.944062,-82.995355~id-61.jpg"
"City Park Avenue "," East Willow Street","593 City Park Ave, Columbus, OH 43215, USA","2020","11","NE","39.950078,-82.996528","59","City Park Avenue & East Willow Street~593 City Park Ave, Columbus, OH 43215, USA~2020-11~NE~39.950078,-82.996528~id-59.jpg"
"City Park Avenue "," East Willow Street","593 City Park Ave, Columbus, OH 43215, USA","2020","11","NW","39.950078,-82.996528","59","City Park Avenue & East Willow Street~593 City Park Ave, Columbus, OH 43215, USA~2020-11~NW~39.950078,-82.996528~id-59.jpg"
"City Park Avenue "," East Willow Street","601 City Park Ave, Columbus, OH 43206, USA","2020","11","SW","39.950078,-82.996528","59","City Park Avenue & East Willow Street~601 City Park Ave, Columbus, OH 43206, USA~2020-11~SW~39.950078,-82.996528~id-59.jpg"
"City Park Avenue "," East Willow Street","608 City Park Ave, Columbus, OH 43206, USA","2020","11","SE","39.950078,-82.996528","59","City Park Avenue & East Willow Street~608 City Park Ave, Columbus, OH 43206, USA~2020-11~SE~39.950078,-82.996528~id-59.jpg"
"City Park Avenue "," Lansing Street","847 City Park Ave, Columbus, OH 43206, USA","2022","09","NW","39.944883,-82.995504","64","City Park Avenue & Lansing Street~847 City Park Ave, Columbus, OH 43206, USA~2022-09~NW~39.944883,-82.995504~id-64.jpg"
"City Park Avenue "," Lansing Street","859 City Park Ave, Columbus, OH 43206, USA","2022","09","NE","39.944883,-82.995504","64","City Park Avenue & Lansing Street~859 City Park Ave, Columbus, OH 43206, USA~2022-09~NE~39.944883,-82.995504~id-64.jpg"
"City Park Avenue "," Lansing Street","859 City Park Ave, Columbus, OH 43206, USA","2022","09","SE","39.944883,-82.995504","64","City Park Avenue & Lansing Street~859 City Park Ave, Columbus, OH 43206, USA~2022-09~SE~39.944883,-82.995504~id-64.jpg"
"City Park Avenue "," Lansing Street","859 City Park Ave, Columbus, OH 43206, USA","2022","09","SW","39.944883,-82.995504","64","City Park Avenue & Lansing Street~859 City Park Ave, Columbus, OH 43206, USA~2022-09~SW~39.944883,-82.995504~id-64.jpg"
"City Park Avenue "," Nursery Lane","1129 City Park Ave, Columbus, OH 43206, USA","2019","09","SE","39.939202,-82.994432","49","City Park Avenue & Nursery Lane~1129 City Park Ave, Columbus, OH 43206, USA~2019-09~SE~39.939202,-82.994432~id-49.jpg"
"City Park Avenue "," Nursery Lane","1137 City Park Ave, Columbus, OH 43206, USA","2019","09","N","39.938976,-82.994432","49","City Park Avenue & Nursery Lane~1137 City Park Ave, Columbus, OH 43206, USA~2019-09~N~39.938976,-82.994432~id-49.jpg"
"City Park Avenue "," Redbud Alley","1070 City Park Ave, Columbus, OH 43206, USA","2021","07","NE","39.940385,-82.994657","50","City Park Avenue & Redbud Alley~1070 City Park Ave, Columbus, OH 43206, USA~2021-07~NE~39.940385,-82.994657~id-50.jpg"
"City Park Avenue "," Redbud Alley","1078 City Park Ave, Columbus, OH 43206, USA","2021","07","SE","39.940385,-82.994657","50","City Park Avenue & Redbud Alley~1078 City Park Ave, Columbus, OH 43206, USA~2021-07~SE~39.940385,-82.994657~id-50.jpg"
"City Park Avenue "," Reinhard Avenue","938 City Park Ave, Columbus, OH 43206, USA","2022","11","NE","39.943083,-82.995155","62","City Park Avenue & Reinhard Avenue~938 City Park Ave, Columbus, OH 43206, USA~2022-11~NE~39.943083,-82.995155~id-62.jpg"
"City Park Avenue "," Reinhard Avenue","943 City Park Ave, Columbus, OH 43206, USA","2022","11","SE","39.943083,-82.995155","62","City Park Avenue & Reinhard Avenue~943 City Park Ave, Columbus, OH 43206, USA~2022-11~SE~39.943083,-82.995155~id-62.jpg"
"City Park Avenue "," Schiller Alley","86 Schiller Alley, Columbus, OH 43206, USA","2022","09","NW","39.944494,-82.995434","70","City Park Avenue & Schiller Alley~86 Schiller Alley, Columbus, OH 43206, USA~2022-09~NW~39.944494,-82.995434~id-70.jpg"
"City Park Avenue "," Schiller Alley","874 City Park Ave, Columbus, OH 43206, USA","2022","09","SW","39.944494,-82.995434","70","City Park Avenue & Schiller Alley~874 City Park Ave, Columbus, OH 43206, USA~2022-09~SW~39.944494,-82.995434~id-70.jpg"
"City Park Avenue "," Stimmel Street","690 City Park Ave, Columbus, OH 43206, USA","2020","11","NW","39.948102,-82.995998","57","City Park Avenue & Stimmel Street~690 City Park Ave, Columbus, OH 43206, USA~2020-11~NW~39.948102,-82.995998~id-57.jpg"
"City Park Avenue "," Stimmel Street","693 City Park Ave, Columbus, OH 43206, USA","2020","11","NE","39.948069,-82.996291","57","City Park Avenue & Stimmel Street~693 City Park Ave, Columbus, OH 43206, USA~2020-11~NE~39.948069,-82.996291~id-57.jpg"
"City Park Avenue "," Stimmel Street","700 City Park Ave, Columbus, OH 43206, USA","2020","11","S","39.948102,-82.995998","57","City Park Avenue & Stimmel Street~700 City Park Ave, Columbus, OH 43206, USA~2020-11~S~39.948102,-82.995998~id-57.jpg"
"City Park Avenue "," Stimmel Street","703 City Park Ave, Columbus, OH 43206, USA","2020","11","SE","39.948069,-82.996291","57","City Park Avenue & Stimmel Street~703 City Park Ave, Columbus, OH 43206, USA~2020-11~SE~39.948069,-82.996291~id-57.jpg"
"City Park Avenue "," Thurman Avenue","53 Thurman Ave, Columbus, OH 43206, USA","2022","09","NW","39.939811,-82.994548","55","City Park Avenue & Thurman Avenue~53 Thurman Ave, Columbus, OH 43206, USA~2022-09~NW~39.939811,-82.994548~id-55.jpg"
"City Park Avenue "," Thurman Avenue","53 Thurman Ave, Columbus, OH 43206, USA","2022","09","SE","39.939811,-82.994548","55","City Park Avenue & Thurman Avenue~53 Thurman Ave, Columbus, OH 43206, USA~2022-09~SE~39.939811,-82.994548~id-55.jpg"
"City Park Avenue "," Thurman Avenue","53 Thurman Ave, Columbus, OH 43206, USA","2022","09","SW","39.939811,-82.994548","55","City Park Avenue & Thurman Avenue~53 Thurman Ave, Columbus, OH 43206, USA~2022-09~SW~39.939811,-82.994548~id-55.jpg"
"City Park Avenue "," Thurman Avenue","66 Thurman Ave, Columbus, OH 43206, USA","2022","09","NE","39.939811,-82.994548","55","City Park Avenue & Thurman Avenue~66 Thurman Ave, Columbus, OH 43206, USA~2022-09~NE~39.939811,-82.994548~id-55.jpg"
"City Park Avenue "," Unknown","1007 City Park Ave, Columbus, OH 43206, USA","2022","10","W","39.941741,-82.994910","304","City Park Avenue & Unknown~1007 City Park Ave, Columbus, OH 43206, USA~2022-10~W~39.941741,-82.994910~id-304.jpg"
"City Park Avenue "," Unknown","1121 City Park Ave, Columbus, OH 43206, USA","2020","11","NE","39.939440,-82.994458","53","City Park Avenue & Unknown~1121 City Park Ave, Columbus, OH 43206, USA~2020-11~NE~39.939440,-82.994458~id-53.jpg"
"City Park Avenue "," Unknown","1123 City Park Ave, Columbus, OH 43206, USA","2020","11","SE","39.939440,-82.994458","53","City Park Avenue & Unknown~1123 City Park Ave, Columbus, OH 43206, USA~2020-11~SE~39.939440,-82.994458~id-53.jpg"
"City Park Avenue "," Unknown","1133 City Park Ave, Columbus, OH 43206, USA","2020","11","W","39.939110,-82.994219","54","City Park Avenue & Unknown~1133 City Park Ave, Columbus, OH 43206, USA~2020-11~W~39.939110,-82.994219~id-54.jpg"
"City Park Avenue "," Unknown","1137 City Park Ave, Columbus, OH 43206, USA","2019","09","NW","39.938976,-82.994432","54","City Park Avenue & Unknown~1137 City Park Ave, Columbus, OH 43206, USA~2019-09~NW~39.938976,-82.994432~id-54.jpg"
"City Park Avenue "," Unknown","476 City Park Ave, Columbus, OH 43215, USA","2024","06","NE","39.952447,-82.996987","65","City Park Avenue & Unknown~476 City Park Ave, Columbus, OH 43215, USA~2024-06~NE~39.952447,-82.996987~id-65.jpg"
"City Park Avenue "," Unknown","532 City Park Ave, Columbus, OH 43215, USA","2024","06","NE","39.951460,-82.996794","69","City Park Avenue & Unknown~532 City Park Ave, Columbus, OH 43215, USA~2024-06~NE~39.951460,-82.996794~id-69.jpg"
"City Park Avenue "," Unknown","532 City Park Ave, Columbus, OH 43215, USA","2024","06","SE","39.951549,-82.996815","69","City Park Avenue & Unknown~532 City Park Ave, Columbus, OH 43215, USA~2024-06~SE~39.951549,-82.996815~id-69.jpg"
"City Park Avenue "," Unknown","58 E Livingston Ave, Columbus, OH 43215, USA","2024","06","SW","39.952620,-82.997028","68","City Park Avenue & Unknown~58 E Livingston Ave, Columbus, OH 43215, USA~2024-06~SW~39.952620,-82.997028~id-68.jpg"
"City Park Avenue "," Unknown","625 City Park Ave, Columbus, OH 43206, USA","2022","09","NW","39.949363,-82.996381","71","City Park Avenue & Unknown~625 City Park Ave, Columbus, OH 43206, USA~2022-09~NW~39.949363,-82.996381~id-71.jpg"
"City Park Avenue "," Unknown","637 City Park Ave, Columbus, OH 43206, USA","2022","09","SW","39.949363,-82.996381","71","City Park Avenue & Unknown~637 City Park Ave, Columbus, OH 43206, USA~2022-09~SW~39.949363,-82.996381~id-71.jpg"
"City Park Avenue "," Unknown","79 Thurman Ave, Columbus, OH 43206, USA","2020","11","NE","39.939526,-82.994481","52","City Park Avenue & Unknown~79 Thurman Ave, Columbus, OH 43206, USA~2020-11~NE~39.939526,-82.994481~id-52.jpg"
"Concord Place "," Jaeger Street","232 Concord Pl, Columbus, OH 43206, USA","2024","06","NE","39.944069,-82.990318","184","Concord Place & Jaeger Street~232 Concord Pl, Columbus, OH 43206, USA~2024-06~NE~39.944069,-82.990318~id-184.jpg"
"Concord Place "," Jaeger Street","232 Concord Pl, Columbus, OH 43206, USA","2024","06","NW","39.944105,-82.990038","184","Concord Place & Jaeger Street~232 Concord Pl, Columbus, OH 43206, USA~2024-06~NW~39.944105,-82.990038~id-184.jpg"
"Concord Place "," Jaeger Street","240-242 Reinhard Ave, Columbus, OH 43206, USA","2024","06","SE","39.944069,-82.990318","184","Concord Place & Jaeger Street~240-242 Reinhard Ave, Columbus, OH 43206, USA~2024-06~SE~39.944069,-82.990318~id-184.jpg"
"Concord Place "," Jaeger Street","252 Reinhard Ave, Columbus, OH 43206, USA","2024","06","SW","39.944105,-82.990038","184","Concord Place & Jaeger Street~252 Reinhard Ave, Columbus, OH 43206, USA~2024-06~SW~39.944105,-82.990038~id-184.jpg"
"Concord Place "," Purdy Alley","218 Concord Pl, Columbus, OH 43206, USA","2024","06","NW","39.944054,-82.990690","186","Concord Place & Purdy Alley~218 Concord Pl, Columbus, OH 43206, USA~2024-06~NW~39.944054,-82.990690~id-186.jpg"
"Concord Place "," Purdy Alley","218 Concord Pl, Columbus, OH 43206, USA","2024","06","N","39.944054,-82.990690","186","Concord Place & Purdy Alley~218 Concord Pl, Columbus, OH 43206, USA~2024-06~N~39.944054,-82.990690~id-186.jpg"
"Concord Place "," Purdy Alley","218 Concord Pl, Columbus, OH 43206, USA","2024","06","SW","39.944054,-82.990690","186","Concord Place & Purdy Alley~218 Concord Pl, Columbus, OH 43206, USA~2024-06~SW~39.944054,-82.990690~id-186.jpg"
"Concord Place "," Purdy Alley","918 Purdy Alley, Columbus, OH 43206, USA","2024","06","E","39.944054,-82.990690","186","Concord Place & Purdy Alley~918 Purdy Alley, Columbus, OH 43206, USA~2024-06~E~39.944054,-82.990690~id-186.jpg"
"Concord Place "," South Lazelle Street","130 Concord Pl, Columbus, OH 43206, USA","2020","11","NE","39.943802,-82.993488","185","Concord Place & South Lazelle Street~130 Concord Pl, Columbus, OH 43206, USA~2020-11~NE~39.943802,-82.993488~id-185.jpg"
"Concord Place "," South Lazelle Street","913 S Lazelle St, Columbus, OH 43206, USA","2020","11","NW","39.943802,-82.993488","185","Concord Place & South Lazelle Street~913 S Lazelle St, Columbus, OH 43206, USA~2020-11~NW~39.943802,-82.993488~id-185.jpg"
